raceId,year,driverId,constructorId,round,grid,position,circuitId,points_driver,points_constructor,wins,wins_constructor
320,1991,94,18,16,10,\N,29,6.0,6.0,0,0
320,1991,30,22,16,6,\N,29,4.0,38.5,0,1
320,1991,55,6,16,7,\N,29,21.0,55.5,0,0
320,1991,78,40,16,19,\N,29,0.0,0.0,0,0
320,1991,123,27,16,20,\N,29,0.0,0.0,0,0
320,1991,138,25,16,24,\N,29,2.0,12.0,0,0
320,1991,88,33,16,0,\N,29,1.0,1.0,0,0
320,1991,84,34,16,0,\N,29,2.0,3.0,0,0
320,1991,128,40,16,0,\N,29,0.0,0.0,0,0
320,1991,92,33,16,0,\N,29,4.0,1.0,0,0
320,1991,99,36,16,0,\N,29,0.0,0.0,0,0
320,1991,144,42,16,0,\N,29,0.0,0.0,0,0
321,1990,102,1,1,5,1,33,9.0,9.0,1,1
321,1990,55,25,1,4,2,33,6.0,7.0,0,0
321,1990,123,3,1,9,3,33,4.0,4.0,0,0
321,1990,137,22,1,6,4,33,3.0,3.0,0,0
321,1990,131,34,1,10,5,33,2.0,2.0,0,0
321,1990,138,25,1,11,6,33,1.0,7.0,0,0
321,1990,94,18,1,2,7,33,0.0,0.0,0,0
321,1990,103,33,1,15,8,33,0.0,0.0,0,0
321,1990,119,3,1,12,9,33,0.0,4.0,0,0
321,1990,105,21,1,21,10,33,0.0,0.0,0,0
321,1990,145,22,1,22,11,33,0.0,3.0,0,0
321,1990,146,21,1,20,12,33,0.0,0.0,0,0
321,1990,90,44,1,16,13,33,0.0,0.0,0,0
321,1990,127,41,1,25,14,33,0.0,0.0,0,0
321,1990,147,18,1,14,\N,33,0.0,0.0,0,0
321,1990,88,33,1,18,\N,33,0.0,0.0,0,0
321,1990,95,6,1,17,\N,33,0.0,0.0,0,0
321,1990,77,1,1,1,\N,33,0.0,9.0,0,1
321,1990,148,34,1,23,\N,33,0.0,2.0,0,0
321,1990,129,45,1,8,\N,33,0.0,0.0,0,0
321,1990,110,35,1,3,\N,33,0.0,0.0,0,0
321,1990,117,6,1,7,\N,33,0.0,0.0,0,0
321,1990,122,41,1,26,\N,33,0.0,0.0,0,0
321,1990,118,32,1,24,\N,33,0.0,0.0,0,0
321,1990,78,27,1,13,\N,33,0.0,0.0,0,0
321,1990,151,32,1,19,\N,33,0.0,0.0,0,0
321,1990,140,46,1,0,\N,33,0.0,0.0,0,0
321,1990,81,35,1,0,\N,33,0.0,0.0,0,0
321,1990,109,46,1,0,\N,33,0.0,0.0,0,0
321,1990,99,39,1,0,\N,33,0.0,0.0,0,0
321,1990,114,39,1,0,\N,33,0.0,0.0,0,0
321,1990,149,44,1,0,\N,33,0.0,0.0,0,0
321,1990,150,47,1,0,\N,33,0.0,0.0,0,0
321,1990,92,42,1,0,\N,33,0.0,0.0,0,0
322,1990,117,6,2,6,1,18,9.0,12.0,1,1
322,1990,77,1,2,2,2,18,6.0,19.0,0,1
322,1990,102,1,2,1,3,18,13.0,19.0,1,1
322,1990,95,6,2,5,4,18,3.0,12.0,0,1
322,1990,123,3,2,3,5,18,6.0,6.0,0,0
322,1990,137,22,2,13,6,18,4.0,4.0,0,0
322,1990,55,25,2,7,7,18,6.0,7.0,0,0
322,1990,138,25,2,19,8,18,1.0,7.0,0,0
322,1990,94,18,2,8,9,18,0.0,0.0,0,0
322,1990,145,22,2,15,10,18,0.0,4.0,0,0
322,1990,78,27,2,20,11,18,0.0,0.0,0,0
322,1990,112,27,2,10,12,18,0.0,0.0,0,0
322,1990,119,3,2,4,13,18,0.0,6.0,0,0
322,1990,81,35,2,16,14,18,0.0,0.0,0,0
322,1990,133,21,2,25,\N,18,0.0,0.0,0,0
322,1990,151,32,2,14,\N,18,0.0,0.0,0,0
322,1990,131,34,2,12,\N,18,2.0,2.0,0,0
322,1990,147,18,2,17,\N,18,0.0,0.0,0,0
322,1990,114,39,2,26,\N,18,0.0,0.0,0,0
322,1990,118,32,2,24,\N,18,0.0,0.0,0,0
322,1990,88,33,2,18,\N,18,0.0,0.0,0,0
322,1990,105,21,2,23,\N,18,0.0,0.0,0,0
322,1990,148,34,2,22,\N,18,0.0,2.0,0,0
322,1990,103,33,2,11,\N,18,0.0,0.0,0,0
322,1990,129,45,2,21,\N,18,0.0,0.0,0,0
322,1990,110,35,2,9,\N,18,0.0,0.0,0,0
322,1990,140,46,2,0,\N,18,0.0,0.0,0,0
322,1990,109,46,2,0,\N,18,0.0,0.0,0,0
322,1990,122,41,2,0,\N,18,0.0,0.0,0,0
322,1990,127,41,2,0,\N,18,0.0,0.0,0,0
322,1990,99,39,2,0,\N,18,0.0,0.0,0,0
322,1990,90,44,2,0,\N,18,0.0,0.0,0,0
322,1990,92,42,2,0,\N,18,0.0,0.0,0,0
322,1990,149,44,2,0,\N,18,0.0,0.0,0,0
322,1990,150,47,2,0,\N,18,0.0,0.0,0,0
323,1990,119,3,3,3,1,21,9.0,15.0,1,1
323,1990,77,1,3,2,2,21,12.0,25.0,0,1
323,1990,145,22,3,9,3,21,4.0,10.0,0,0
323,1990,117,6,3,6,4,21,12.0,15.0,1,1
323,1990,137,22,3,8,5,21,6.0,10.0,0,0
323,1990,55,25,3,7,6,21,7.0,8.0,0,0
323,1990,118,32,3,10,7,21,0.0,0.0,0,0
323,1990,151,32,3,11,8,21,0.0,0.0,0,0
323,1990,112,27,3,16,9,21,0.0,0.0,0,0
323,1990,78,27,3,20,10,21,0.0,0.0,0,0
323,1990,147,18,3,26,11,21,0.0,0.0,0,0
323,1990,109,46,3,25,12,21,0.0,0.0,0,0
323,1990,103,33,3,13,13,21,0.0,0.0,0,0
323,1990,129,45,3,22,\N,21,0.0,0.0,0,0
323,1990,95,6,3,5,\N,21,3.0,15.0,0,1
323,1990,148,46,3,23,\N,21,0.0,0.0,0,0
323,1990,131,34,3,14,\N,21,2.0,2.0,0,0
323,1990,110,35,3,17,\N,21,0.0,0.0,0,0
323,1990,127,41,3,12,\N,21,0.0,0.0,0,0
323,1990,123,3,3,4,\N,21,6.0,15.0,0,1
323,1990,88,33,3,15,\N,21,0.0,0.0,0,0
323,1990,102,1,3,1,\N,21,13.0,25.0,1,1
323,1990,139,35,3,21,\N,21,0.0,0.0,0,0
323,1990,122,41,3,18,\N,21,0.0,0.0,0,0
323,1990,138,25,3,19,\N,21,1.0,8.0,0,0
323,1990,90,44,3,24,\N,21,0.0,0.0,0,0
323,1990,94,18,3,0,\N,21,0.0,0.0,0,0
323,1990,133,21,3,0,\N,21,0.0,0.0,0,0
323,1990,105,21,3,0,\N,21,0.0,0.0,0,0
323,1990,101,34,3,0,\N,21,0.0,2.0,0,0
323,1990,92,42,3,0,\N,21,0.0,0.0,0,0
323,1990,149,44,3,0,\N,21,0.0,0.0,0,0
323,1990,152,47,3,0,\N,21,0.0,0.0,0,0
323,1990,99,39,3,0,\N,21,0.0,0.0,0,0
323,1990,114,39,3,0,\N,21,0.0,0.0,0,0
324,1990,102,1,4,1,1,6,22.0,38.0,2,2
324,1990,55,25,4,3,2,6,13.0,14.0,0,0
324,1990,77,1,4,5,3,6,16.0,38.0,0,2
324,1990,123,3,4,6,4,6,9.0,18.0,0,1
324,1990,133,21,4,22,5,6,2.0,2.0,0,0
324,1990,103,33,4,24,6,6,1.0,1.0,0,0
324,1990,148,46,4,20,7,6,0.0,0.0,0,0
324,1990,118,32,4,13,\N,6,0.0,0.0,0,0
324,1990,95,6,4,7,\N,6,3.0,15.0,0,1
324,1990,147,18,4,19,\N,6,0.0,0.0,0,0
324,1990,109,46,4,26,\N,6,0.0,0.0,0,0
324,1990,112,27,4,18,\N,6,0.0,0.0,0,0
324,1990,119,3,4,4,\N,6,9.0,18.0,1,1
324,1990,110,35,4,12,\N,6,0.0,0.0,0,0
324,1990,138,25,4,21,\N,6,1.0,14.0,0,0
324,1990,117,6,4,2,\N,6,12.0,15.0,1,1
324,1990,145,22,4,16,\N,6,4.0,10.0,0,0
324,1990,101,34,4,25,\N,6,0.0,2.0,0,0
324,1990,122,41,4,23,\N,6,0.0,0.0,0,0
324,1990,78,27,4,17,\N,6,0.0,0.0,0,0
324,1990,88,33,4,15,\N,6,0.0,1.0,0,0
324,1990,94,18,4,8,\N,6,0.0,0.0,0,0
324,1990,151,32,4,11,\N,6,0.0,0.0,0,0
324,1990,131,34,4,14,\N,6,2.0,2.0,0,0
324,1990,139,35,4,9,\N,6,0.0,0.0,0,0
324,1990,137,22,4,10,\N,6,6.0,10.0,0,0
324,1990,105,21,4,0,\N,6,0.0,2.0,0,0
324,1990,129,45,4,0,\N,6,0.0,0.0,0,0
324,1990,127,41,4,0,\N,6,0.0,0.0,0,0
324,1990,90,44,4,0,\N,6,0.0,0.0,0,0
324,1990,99,39,4,0,\N,6,0.0,0.0,0,0
324,1990,114,39,4,0,\N,6,0.0,0.0,0,0
324,1990,149,44,4,0,\N,6,0.0,0.0,0,0
324,1990,92,42,4,0,\N,6,0.0,0.0,0,0
324,1990,152,47,4,0,\N,6,0.0,0.0,0,0
325,1990,102,1,5,1,1,7,31.0,50.0,3,3
325,1990,137,22,5,5,2,7,12.0,16.0,0,0
325,1990,95,6,5,7,3,7,7.0,21.0,0,1
325,1990,77,1,5,2,4,7,19.0,50.0,0,3
325,1990,117,6,5,3,5,7,14.0,21.0,1,1
325,1990,118,32,5,11,6,7,1.0,1.0,0,0
325,1990,131,34,5,10,7,7,2.0,2.0,0,0
325,1990,133,21,5,26,8,7,2.0,2.0,0,0
325,1990,103,33,5,23,9,7,1.0,1.0,0,0
325,1990,122,41,5,24,10,7,0.0,0.0,0,0
325,1990,138,25,5,13,11,7,1.0,14.0,0,0
325,1990,88,33,5,18,12,7,0.0,1.0,0,0
325,1990,129,45,5,15,13,7,0.0,0.0,0,0
325,1990,151,32,5,12,\N,7,0.0,1.0,0,0
325,1990,148,46,5,21,\N,7,0.0,0.0,0,0
325,1990,110,35,5,25,\N,7,0.0,0.0,0,0
325,1990,109,46,5,22,\N,7,0.0,0.0,0,0
325,1990,119,3,5,9,\N,7,9.0,18.0,1,1
325,1990,112,27,5,17,\N,7,0.0,0.0,0,0
325,1990,55,25,5,8,\N,7,13.0,14.0,0,0
325,1990,145,22,5,4,\N,7,4.0,16.0,0,0
325,1990,123,3,5,6,\N,7,9.0,18.0,0,1
325,1990,78,27,5,20,\N,7,0.0,0.0,0,0
325,1990,139,35,5,19,\N,7,0.0,0.0,0,0
325,1990,105,21,5,14,\N,7,0.0,2.0,0,0
325,1990,94,18,5,16,\N,7,0.0,0.0,0,0
325,1990,90,44,5,0,\N,7,0.0,0.0,0,0
325,1990,127,41,5,0,\N,7,0.0,0.0,0,0
325,1990,147,18,5,0,\N,7,0.0,0.0,0,0
325,1990,101,34,5,0,\N,7,0.0,2.0,0,0
325,1990,99,39,5,0,\N,7,0.0,0.0,0,0
325,1990,114,39,5,0,\N,7,0.0,0.0,0,0
325,1990,92,42,5,0,\N,7,0.0,0.0,0,0
325,1990,149,44,5,0,\N,7,0.0,0.0,0,0
325,1990,152,47,5,0,\N,7,0.0,0.0,0,0
326,1990,117,6,6,13,1,32,23.0,36.0,2,2
326,1990,95,6,6,4,2,32,13.0,36.0,0,2
326,1990,77,1,6,1,3,32,23.0,54.0,0,3
326,1990,145,22,6,14,4,32,7.0,20.0,0,0
326,1990,123,3,6,5,5,32,11.0,20.0,0,1
326,1990,137,22,6,8,6,32,13.0,20.0,0,0
326,1990,55,25,6,6,7,32,13.0,14.0,0,0
326,1990,151,32,6,12,8,32,0.0,1.0,0,0
326,1990,119,3,6,2,9,32,9.0,20.0,1,1
326,1990,118,32,6,11,10,32,1.0,1.0,0,0
326,1990,131,34,6,10,11,32,2.0,2.0,0,0
326,1990,94,18,6,7,12,32,0.0,0.0,0,0
326,1990,110,35,6,15,13,32,0.0,0.0,0,0
326,1990,147,18,6,16,14,32,0.0,0.0,0,0
326,1990,148,46,6,23,15,32,0.0,0.0,0,0
326,1990,78,27,6,24,16,32,0.0,0.0,0,0
326,1990,105,21,6,17,17,32,0.0,2.0,0,0
326,1990,112,27,6,22,18,32,0.0,0.0,0,0
326,1990,129,45,6,20,19,32,0.0,0.0,0,0
326,1990,102,1,6,3,20,32,31.0,54.0,3,3
326,1990,109,46,6,26,\N,32,0.0,0.0,0,0
326,1990,103,33,6,25,\N,32,1.0,1.0,0,0
326,1990,88,33,6,19,\N,32,0.0,1.0,0,0
326,1990,138,25,6,9,\N,32,1.0,14.0,0,0
326,1990,101,34,6,21,\N,32,0.0,2.0,0,0
326,1990,139,35,6,18,\N,32,0.0,0.0,0,0
326,1990,90,44,6,0,\N,32,0.0,0.0,0,0
326,1990,122,41,6,0,\N,32,0.0,0.0,0,0
326,1990,127,41,6,0,\N,32,0.0,0.0,0,0
326,1990,133,21,6,0,\N,32,2.0,2.0,0,0
326,1990,114,39,6,0,\N,32,0.0,0.0,0,0
326,1990,99,39,6,0,\N,32,0.0,0.0,0,0
326,1990,92,42,6,0,\N,32,0.0,0.0,0,0
326,1990,149,44,6,0,\N,32,0.0,0.0,0,0
326,1990,152,47,6,0,\N,32,0.0,0.0,0,0
327,1990,117,6,7,4,1,34,32.0,45.0,3,3
327,1990,122,41,7,7,2,34,6.0,6.0,0,0
327,1990,102,1,7,3,3,34,35.0,60.0,3,3
327,1990,137,22,7,9,4,34,16.0,23.0,0,0
327,1990,77,1,7,2,5,34,25.0,60.0,0,3
327,1990,119,3,7,6,6,34,10.0,21.0,1,1
327,1990,88,33,7,14,7,34,0.0,1.0,0,0
327,1990,103,33,7,11,8,34,1.0,1.0,0,0
327,1990,112,27,7,12,9,34,0.0,0.0,0,0
327,1990,105,21,7,18,10,34,0.0,2.0,0,0
327,1990,118,32,7,16,11,34,1.0,1.0,0,0
327,1990,151,32,7,17,12,34,0.0,1.0,0,0
327,1990,131,34,7,20,13,34,2.0,2.0,0,0
327,1990,78,27,7,19,14,34,0.0,0.0,0,0
327,1990,101,34,7,25,15,34,0.0,2.0,0,0
327,1990,145,22,7,5,16,34,7.0,23.0,0,0
327,1990,114,39,7,26,17,34,0.0,0.0,0,0
327,1990,95,6,7,1,18,34,13.0,45.0,0,3
327,1990,110,35,7,21,\N,34,0.0,0.0,0,0
327,1990,138,25,7,15,\N,34,1.0,14.0,0,0
327,1990,127,41,7,10,\N,34,0.0,6.0,0,0
327,1990,94,18,7,23,\N,34,0.0,0.0,0,0
327,1990,55,25,7,13,\N,34,13.0,14.0,0,0
327,1990,133,21,7,22,\N,34,2.0,2.0,0,0
327,1990,123,3,7,8,\N,34,11.0,21.0,0,1
327,1990,139,35,7,24,\N,34,0.0,0.0,0,0
327,1990,147,18,7,0,\N,34,0.0,0.0,0,0
327,1990,99,39,7,0,\N,34,0.0,0.0,0,0
327,1990,148,46,7,0,\N,34,0.0,0.0,0,0
327,1990,109,46,7,0,\N,34,0.0,0.0,0,0
327,1990,129,45,7,0,\N,34,0.0,0.0,0,0
327,1990,90,44,7,0,\N,34,0.0,0.0,0,0
327,1990,149,44,7,0,\N,34,0.0,0.0,0,0
327,1990,92,42,7,0,\N,34,0.0,0.0,0,0
327,1990,152,47,7,0,\N,34,0.0,0.0,0,0
328,1990,117,6,8,5,1,9,41.0,54.0,4,4
328,1990,123,3,8,4,2,9,17.0,27.0,0,1
328,1990,102,1,8,2,3,9,39.0,64.0,3,3
328,1990,103,33,8,8,4,9,4.0,5.0,0,0
328,1990,137,22,8,11,5,9,18.0,25.0,0,0
328,1990,88,33,8,9,6,9,1.0,5.0,0,0
328,1990,133,21,8,17,7,9,2.0,2.0,0,0
328,1990,55,25,8,6,8,9,13.0,14.0,0,0
328,1990,131,34,8,20,9,9,2.0,2.0,0,0
328,1990,78,27,8,21,10,9,0.0,0.0,0,0
328,1990,139,35,8,19,11,9,0.0,0.0,0,0
328,1990,147,18,8,24,12,9,0.0,0.0,0,0
328,1990,112,27,8,22,13,9,0.0,0.0,0,0
328,1990,77,1,8,3,14,9,25.0,64.0,0,3
328,1990,95,6,8,1,\N,9,13.0,54.0,0,4
328,1990,122,41,8,10,\N,9,6.0,6.0,0,0
328,1990,151,32,8,14,\N,9,0.0,1.0,0,0
328,1990,118,32,8,16,\N,9,1.0,1.0,0,0
328,1990,99,39,8,26,\N,9,0.0,0.0,0,0
328,1990,105,21,8,25,\N,9,0.0,2.0,0,0
328,1990,119,3,8,7,\N,9,10.0,27.0,1,1
328,1990,138,25,8,12,\N,9,1.0,14.0,0,0
328,1990,145,22,8,13,\N,9,7.0,25.0,0,0
328,1990,110,35,8,23,\N,9,0.0,0.0,0,0
328,1990,94,18,8,18,\N,9,0.0,0.0,0,0
328,1990,127,41,8,15,\N,9,0.0,6.0,0,0
328,1990,129,45,8,0,\N,9,0.0,0.0,0,0
328,1990,101,34,8,0,\N,9,0.0,2.0,0,0
328,1990,109,46,8,0,\N,9,0.0,0.0,0,0
328,1990,148,46,8,0,\N,9,0.0,0.0,0,0
328,1990,90,44,8,0,\N,9,0.0,0.0,0,0
328,1990,114,39,8,0,\N,9,0.0,0.0,0,0
328,1990,149,44,8,0,\N,9,0.0,0.0,0,0
328,1990,92,42,8,0,\N,9,0.0,0.0,0,0
328,1990,152,47,8,0,\N,9,0.0,0.0,0,0
329,1990,102,1,9,1,1,10,48.0,77.0,4,4
329,1990,145,22,9,9,2,10,13.0,31.0,0,0
329,1990,77,1,9,2,3,10,29.0,77.0,0,4
329,1990,117,6,9,3,4,10,44.0,57.0,4,4
329,1990,119,3,9,5,5,10,12.0,30.0,1,1
329,1990,123,3,9,6,6,10,18.0,30.0,0,1
329,1990,122,41,9,10,7,10,6.0,6.0,0,0
329,1990,118,32,9,16,8,10,1.0,1.0,0,0
329,1990,133,21,9,18,9,10,2.0,2.0,0,0
329,1990,78,27,9,22,10,10,0.0,0.0,0,0
329,1990,55,25,9,8,11,10,13.0,14.0,0,0
329,1990,109,46,9,25,\N,10,0.0,0.0,0,0
329,1990,103,33,9,12,\N,10,4.0,5.0,0,0
329,1990,88,33,9,11,\N,10,1.0,5.0,0,0
329,1990,138,25,9,13,\N,10,1.0,14.0,0,0
329,1990,137,22,9,7,\N,10,18.0,31.0,0,0
329,1990,94,18,9,15,\N,10,0.0,0.0,0,0
329,1990,148,46,9,26,\N,10,0.0,0.0,0,0
329,1990,95,6,9,4,\N,10,13.0,57.0,0,4
329,1990,127,41,9,14,\N,10,0.0,6.0,0,0
329,1990,101,34,9,21,\N,10,0.0,2.0,0,0
329,1990,105,21,9,19,\N,10,0.0,2.0,0,0
329,1990,151,32,9,20,\N,10,0.0,1.0,0,0
329,1990,131,34,9,17,\N,10,2.0,2.0,0,0
329,1990,139,35,9,23,\N,10,0.0,0.0,0,0
329,1990,112,27,9,24,\N,10,0.0,0.0,0,0
329,1990,129,45,9,0,\N,10,0.0,0.0,0,0
329,1990,147,18,9,0,\N,10,0.0,0.0,0,0
329,1990,114,39,9,0,\N,10,0.0,0.0,0,0
329,1990,110,35,9,0,\N,10,0.0,0.0,0,0
329,1990,99,39,9,0,\N,10,0.0,0.0,0,0
329,1990,90,44,9,0,\N,10,0.0,0.0,0,0
329,1990,92,42,9,0,\N,10,0.0,0.0,0,0
329,1990,149,44,9,0,\N,10,0.0,0.0,0,0
329,1990,152,47,9,0,\N,10,0.0,0.0,0,0
330,1990,123,3,10,1,1,11,27.0,42.0,1,2
330,1990,102,1,10,4,2,11,54.0,83.0,4,4
330,1990,137,22,10,9,3,11,22.0,35.0,0,0
330,1990,119,3,10,2,4,11,15.0,42.0,1,2
330,1990,118,32,10,11,5,11,3.0,3.0,0,0
330,1990,103,33,10,12,6,11,5.0,6.0,0,0
330,1990,151,32,10,18,7,11,0.0,3.0,0,0
330,1990,127,41,10,17,8,11,0.0,6.0,0,0
330,1990,133,21,10,26,9,11,2.0,2.0,0,0
330,1990,139,35,10,13,10,11,0.0,0.0,0,0
330,1990,78,27,10,25,11,11,0.0,0.0,0,0
330,1990,105,21,10,22,12,11,0.0,2.0,0,0
330,1990,99,39,10,24,13,11,0.0,0.0,0,0
330,1990,112,27,10,21,14,11,0.0,0.0,0,0
330,1990,147,18,10,23,15,11,0.0,0.0,0,0
330,1990,77,1,10,3,16,11,29.0,83.0,0,4
330,1990,95,6,10,5,17,11,13.0,57.0,0,4
330,1990,145,22,10,7,\N,11,13.0,35.0,0,0
330,1990,122,41,10,16,\N,11,6.0,6.0,0,0
330,1990,88,33,10,19,\N,11,1.0,6.0,0,0
330,1990,117,6,10,8,\N,11,44.0,57.0,4,4
330,1990,55,25,10,6,\N,11,13.0,14.0,0,0
330,1990,131,34,10,20,\N,11,2.0,2.0,0,0
330,1990,94,18,10,14,\N,11,0.0,0.0,0,0
330,1990,110,35,10,10,\N,11,0.0,0.0,0,0
330,1990,138,25,10,15,\N,11,1.0,14.0,0,0
330,1990,114,39,10,0,\N,11,0.0,0.0,0,0
330,1990,101,34,10,0,\N,11,0.0,2.0,0,0
330,1990,109,46,10,0,\N,11,0.0,0.0,0,0
330,1990,148,46,10,0,\N,11,0.0,0.0,0,0
330,1990,129,45,10,0,\N,11,0.0,0.0,0,0
330,1990,92,42,10,0,\N,11,0.0,0.0,0,0
330,1990,90,44,10,0,\N,11,0.0,0.0,0,0
330,1990,149,44,10,0,\N,11,0.0,0.0,0,0
330,1990,152,47,10,0,\N,11,0.0,0.0,0,0
331,1990,102,1,11,1,1,13,63.0,96.0,5,5
331,1990,117,6,11,3,2,13,50.0,63.0,4,4
331,1990,77,1,11,2,3,13,33.0,96.0,0,5
331,1990,145,22,11,6,4,13,16.0,40.0,0,0
331,1990,137,22,11,8,5,13,24.0,40.0,0,0
331,1990,127,41,11,14,6,13,1.0,7.0,0,0
331,1990,122,41,11,12,7,13,6.0,7.0,0,0
331,1990,55,25,11,9,8,13,13.0,14.0,0,0
331,1990,103,33,11,15,9,13,5.0,6.0,0,0
331,1990,133,21,11,19,10,13,2.0,2.0,0,0
331,1990,118,32,11,18,11,13,3.0,3.0,0,0
331,1990,151,32,11,22,12,13,0.0,3.0,0,0
331,1990,105,21,11,26,13,13,0.0,2.0,0,0
331,1990,78,27,11,21,14,13,0.0,0.0,0,0
331,1990,94,18,11,16,15,13,0.0,0.0,0,0
331,1990,129,45,11,23,16,13,0.0,0.0,0,0
331,1990,131,34,11,13,17,13,2.0,2.0,0,0
331,1990,101,34,11,24,\N,13,0.0,2.0,0,0
331,1990,110,35,11,20,\N,13,0.0,0.0,0,0
331,1990,123,3,11,4,\N,13,27.0,42.0,1,2
331,1990,95,6,11,5,\N,13,13.0,63.0,0,4
331,1990,119,3,11,7,\N,13,15.0,42.0,1,2
331,1990,139,35,11,17,\N,13,0.0,0.0,0,0
331,1990,138,25,11,10,\N,13,1.0,14.0,0,0
331,1990,88,33,11,11,\N,13,1.0,6.0,0,0
331,1990,147,18,11,25,\N,13,0.0,0.0,0,0
331,1990,112,27,11,0,\N,13,0.0,0.0,0,0
331,1990,99,39,11,0,\N,13,0.0,0.0,0,0
331,1990,114,39,11,0,\N,13,0.0,0.0,0,0
331,1990,92,42,11,0,\N,13,0.0,0.0,0,0
331,1990,90,44,11,0,\N,13,0.0,0.0,0,0
331,1990,149,44,11,0,\N,13,0.0,0.0,0,0
331,1990,152,47,11,0,\N,13,0.0,0.0,0,0
332,1990,102,1,12,1,1,14,72.0,109.0,6,6
332,1990,117,6,12,2,2,14,56.0,72.0,4,4
332,1990,77,1,12,3,3,14,37.0,109.0,0,6
332,1990,95,6,12,4,4,14,16.0,72.0,0,4
332,1990,119,3,12,7,5,14,17.0,44.0,1,2
332,1990,138,25,12,14,6,14,2.0,15.0,0,0
332,1990,137,22,12,9,7,14,24.0,40.0,0,0
332,1990,145,22,12,8,8,14,16.0,40.0,0,0
332,1990,133,21,12,21,9,14,2.0,2.0,0,0
332,1990,110,35,12,25,10,14,0.0,0.0,0,0
332,1990,78,27,12,26,11,14,0.0,0.0,0,0
332,1990,105,21,12,22,12,14,0.0,2.0,0,0
332,1990,112,27,12,20,13,14,0.0,0.0,0,0
332,1990,114,39,12,24,\N,14,0.0,0.0,0,0
332,1990,122,41,12,16,\N,14,6.0,7.0,0,0
332,1990,88,33,12,18,\N,14,1.0,6.0,0,0
332,1990,129,45,12,23,\N,14,0.0,0.0,0,0
332,1990,127,41,12,10,\N,14,1.0,7.0,0,0
332,1990,131,34,12,17,\N,14,2.0,2.0,0,0
332,1990,123,3,12,6,\N,14,27.0,44.0,1,2
332,1990,118,32,12,12,\N,14,3.0,3.0,0,0
332,1990,139,35,12,19,\N,14,0.0,0.0,0,0
332,1990,151,32,12,11,\N,14,0.0,3.0,0,0
332,1990,103,33,12,13,\N,14,5.0,6.0,0,0
332,1990,94,18,12,15,\N,14,0.0,0.0,0,0
332,1990,55,25,12,5,\N,14,13.0,15.0,0,0
332,1990,99,39,12,0,\N,14,0.0,0.0,0,0
332,1990,147,18,12,0,\N,14,0.0,0.0,0,0
332,1990,101,34,12,0,\N,14,0.0,2.0,0,0
332,1990,92,42,12,0,\N,14,0.0,0.0,0,0
332,1990,90,44,12,0,\N,14,0.0,0.0,0,0
332,1990,149,44,12,0,\N,14,0.0,0.0,0,0
332,1990,152,47,12,0,\N,14,0.0,0.0,0,0
333,1990,95,6,13,1,1,27,25.0,85.0,1,5
333,1990,102,1,13,3,2,27,78.0,118.0,6,6
333,1990,117,6,13,2,3,27,60.0,85.0,4,5
333,1990,77,1,13,4,4,27,40.0,118.0,0,6
333,1990,137,22,13,6,5,27,26.0,43.0,0,0
333,1990,145,22,13,9,6,27,17.0,43.0,0,0
333,1990,119,3,13,5,7,27,17.0,44.0,1,2
333,1990,55,25,13,8,8,27,13.0,15.0,0,0
333,1990,105,21,13,19,9,27,0.0,2.0,0,0
333,1990,78,27,13,22,10,27,0.0,0.0,0,0
333,1990,94,18,13,16,11,27,0.0,0.0,0,0
333,1990,127,41,13,14,12,27,1.0,7.0,0,0
333,1990,133,21,13,17,13,27,2.0,2.0,0,0
333,1990,88,33,13,11,14,27,1.0,6.0,0,0
333,1990,139,35,13,13,15,27,0.0,0.0,0,0
333,1990,112,27,13,20,\N,27,0.0,0.0,0,0
333,1990,101,34,13,25,\N,27,0.0,2.0,0,0
333,1990,122,41,13,12,\N,27,6.0,7.0,0,0
333,1990,123,3,13,7,\N,27,27.0,44.0,1,2
333,1990,103,33,13,10,\N,27,5.0,6.0,0,0
333,1990,131,34,13,23,\N,27,2.0,2.0,0,0
333,1990,151,32,13,15,\N,27,0.0,3.0,0,0
333,1990,118,32,13,21,\N,27,3.0,3.0,0,0
333,1990,114,39,13,24,\N,27,0.0,0.0,0,0
333,1990,110,35,13,18,\N,27,0.0,0.0,0,0
333,1990,138,25,13,0,\N,27,2.0,15.0,0,0
333,1990,129,45,13,0,\N,27,0.0,0.0,0,0
333,1990,147,18,13,0,\N,27,0.0,0.0,0,0
333,1990,99,39,13,0,\N,27,0.0,0.0,0,0
333,1990,92,42,13,0,\N,27,0.0,0.0,0,0
333,1990,90,44,13,0,\N,27,0.0,0.0,0,0
333,1990,149,44,13,0,\N,27,0.0,0.0,0,0
333,1990,152,47,13,0,\N,27,0.0,0.0,0,0
334,1990,117,6,14,2,1,26,69.0,100.0,5,6
334,1990,95,6,14,3,2,26,31.0,100.0,1,6
334,1990,145,22,14,9,3,26,21.0,47.0,0,0
334,1990,123,3,14,7,4,26,30.0,49.0,1,2
334,1990,119,3,14,6,5,26,19.0,49.0,1,2
334,1990,88,33,14,15,6,26,2.0,7.0,0,0
334,1990,78,27,14,20,7,26,0.0,0.0,0,0
334,1990,127,41,14,12,8,26,1.0,7.0,0,0
334,1990,114,39,14,23,9,26,0.0,0.0,0,0
334,1990,105,21,14,25,10,26,0.0,2.0,0,0
334,1990,118,32,14,10,\N,26,3.0,3.0,0,0
